manufacturers_id	finial_name	finial_image_url	rod_type	finish
9	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/BB/Regency%20BB%20Pineapple.jpg		Brushed Brass
9	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/BB/Regency%20BB%20Ball.jpg		Brushed Brass
9	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/BB/Regency%20BB%20Urn.jpg		Brushed Brass
9	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/BB/Regency%20BB%20Ball.jpg		Brushed Brass
9	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AB/REG_Pine_AB.jpg		Antique Brass
9	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AB/REG_Ball_AB.jpg		Antique Brass
9	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AB/REG_Urn_AB.jpg		Antique Brass
9	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AB/REG_Ball_AB.jpg		Antique Brass
9	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AP/Regency%20AP%20Pineapple.jpg		Antique Pewter
9	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AP/Regency%20AP%20Ball.jpg		Antique Pewter
9	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AP/Regency%20AP%20Urn.jpg		Antique Pewter
9	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/AP/Regency%20AP%20Ball.jpg		Antique Pewter
9	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/ORB/Reg_Pine_ORB.jpg		Oil-Rubbed Bronze
9	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/ORB/Reg_Ball_ORB.jpg		Oil-Rubbed Bronze
9	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/ORB/Reg_Urn_ORB.jpg		Oil-Rubbed Bronze
9	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Regency%20WH/ORB/Reg_Ball_ORB.jpg		Oil-Rubbed Bronze
10	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/PB/Greg_Pine.jpg		Polished Brass
10	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/PB/GReg_Ball.jpg		Polished Brass
10	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/PB/GReg_Urn.jpg		Polished Brass
10	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/PB/GReg_Ball.jpg		Polished Brass
10	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/BB/GReg_Pine.jpg		Brushed Brass
10	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/BB/GReg_Ball.jpg		Brushed Brass
10	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/BB/GReg_Urn.jpg		Brushed Brass
10	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/BB/GReg_Ball.jpg		Brushed Brass
10	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AB/GReg_Pine.jpg		Antique Brass
10	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AB/GReg_Ball.jpg		Antique Brass
10	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AB/GReg_Urn.jpg		Antique Brass
10	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AB/GReg_Ball.jpg		Antique Brass
10	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AP/GReg_Pine.jpg		Antique Pewter
10	Ball	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AP/GReg_Ball.jpg		Antique Pewter
10	Urn	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AP/GReg_Urn.jpg		Antique Pewter
10	Addon Set	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Grand%20Regency%20WH/AP/GReg_Ball.jpg		Antique Pewter
11	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Legacy%20WH/PB/PB.jpg		Polished Brass
11	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Legacy%20WH/BB/BB.jpg		Brushed Brass
11	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Legacy%20WH/AB/AB.jpg		Antique Brass
11	Pineapple	http://zoroufy.s3.amazonaws.com/Zoroufy%20Product%20Images/Legacy%20WH/AP/AP.jpg		Antique Pewter
